name,reviewrate,reviewdate,reviewtext
Dodgeball: A True Underdog Story,7/10,22 December 2023,"If you can dodge a wrench, you can dodge a ball..."
Dodgeball: A True Underdog Story,8/10,22 December 2023,Un-ball-ievably Funny
Dodgeball: A True Underdog Story,10/10,30 October 2023,"""Nobody makes me bleed my own blood"""
Dodgeball: A True Underdog Story,4/10,26 July 2023,Not worth your time. Except you have a lot of time.
Dodgeball: A True Underdog Story,8/10,8 July 2023,A Hilarious and Inspiring Sports Comedy
Dodgeball: A True Underdog Story,10/10,30 June 2023,Entertaining Experience
Dodgeball: A True Underdog Story,8/10,26 June 2023,A scene stealer named Ben Stiller!
Dodgeball: A True Underdog Story,7/10,24 June 2023,How to use the five d as rules of dodging
Dodgeball: A True Underdog Story,7/10,31 May 2023,Silly Sports Comedy Hits the Small Screen!!
Southpaw,9/10,23 November 2023,"A Cinematic Knockout - Exploring the Grit, Heart, and Redemption in the Ring"
Southpaw,9/10,30 September 2023,9/10
Southpaw,8/10,22 August 2023,Gyllenhaal excellent as always
Southpaw,10/10,16 July 2023,A Gripping Emotional Rollercoaster.
Southpaw,6/10,18 May 2023,Run of the treadmill boxing drama
Southpaw,10/10,11 March 2023,One of the most underrated movie
Southpaw,7/10,4 March 2023,A Rollercoaster of Emotions
Southpaw,4/10,27 February 2023,Male fantasy movie
Southpaw,4/10,19 February 2023,Unbelievable through and through
Southpaw,10/10,11 February 2023,boxing as a metaphor for life
Happy Gilmore,9/10,15 November 2023,"The Price Is Wrong, B***H"
Happy Gilmore,9/10,6 November 2023,Happy Gilmore Review
Happy Gilmore,8/10,30 October 2023,You're Gonna Die Clown
Happy Gilmore,7/10,14 September 2023,One of Sandler's better movies.
Happy Gilmore,8/10,5 July 2023,"Stupid ball, why don't you just go home!"
Happy Gilmore,8/10,3 July 2023,Peak Adam Sandler
Happy Gilmore,6/10,13 June 2023,"It's a good story, I just don't think it's hilarious"
Happy Gilmore,8/10,23 May 2023,Bob Barkers Got Hands
Happy Gilmore,10/10,15 April 2023,This is an Adam Sandler classic and comedic gold
Happy Gilmore,10/10,14 April 2023,A Golf Classic!
The Karate Kid,9/10,1 January 2024,Classic
The Karate Kid,8/10,27 December 2023,Feel good 1980s movie.
The Karate Kid,7/10,25 December 2023,A fine classic
The Karate Kid,10/10,23 December 2023,The Karate Kid
The Karate Kid,9/10,21 December 2023,THE RISING KID
The Karate Kid,9/10,12 November 2023,More than just an iconic 80s movie
The Karate Kid,6/10,9 October 2023,Final Boss
The Karate Kid,8/10,9 October 2023,Full on entertainment
The Karate Kid,6/10,25 September 2023,Kind of tame in today's standards considering what we can watch these days
The Karate Kid,8/10,14 September 2023,A Splendid Film For All Viewers to Enjoy and Learn
"I, Tonya",10/10,27 December 2023,F-ck u Shawn
"I, Tonya",9/10,26 October 2023,Spectacular acting
"I, Tonya",7/10,17 October 2023,"Talented skater, wrong side of tracks"
"I, Tonya",7/10,3 September 2023,"Good, not Great"
"I, Tonya",8/10,28 July 2023,Interesting
"I, Tonya",8/10,28 July 2023,Good Film!
"I, Tonya",2/10,16 July 2023,Toyna is always trash
"I, Tonya",9/10,15 July 2023,The facts vs the story
"I, Tonya",4/10,23 June 2023,Ice Caper Problems
"I, Tonya",5/10,22 June 2023,Tonya never had a chance
Rocky Balboa,rick_baretton,23 December 2023,Rocky Balboa (2006) - A Heartfelt Return to the Ring
Rocky Balboa,5/10,2 December 2023,Pretty Bad Movie
Rocky Balboa,7/10,24 November 2023,Best tone of the series
Rocky Balboa,7/10,5 September 2023,(Almost) The Last of Stallone as Rocky
Rocky Balboa,9/10,20 July 2023,Goodbye...
Rocky Balboa,7/10,10 June 2023,A Satisfying Return to its Roots
Rocky Balboa,6/10,28 May 2023,Mind-numbingly boring
Rocky Balboa,7/10,10 May 2023,The perfect sequel to the original Rocky
Rocky Balboa,10/10,25 April 2023,Triumph
Rocky Balboa,5/10,23 March 2023,This film wasn't made for me and that is okay.
Ali & Cavett: The Tale of the Tapes,10/10,13 March 2021,Extraordinary documentary based on Ali and Cavett's friendship
Ali & Cavett: The Tale of the Tapes,6/10,22 February 2020,Needed More Focus And Less Re-Hashing
Ali & Cavett: The Tale of the Tapes,7/10,14 February 2020,A whole lot more about Ali than it is about Cavett
Ali & Cavett: The Tale of the Tapes,10/10,13 March 2018,"An Amazing Lost Treasure Reveals the Story of the ""Greatest"""
Ali & Cavett: The Tale of the Tapes,,,
Ali & Cavett: The Tale of the Tapes,,,
Ali & Cavett: The Tale of the Tapes,,,
Ali & Cavett: The Tale of the Tapes,,,
Ali & Cavett: The Tale of the Tapes,,,
Ali & Cavett: The Tale of the Tapes,,,
Hamilton: History Has Its Eyes on You,,,
Hamilton: History Has Its Eyes on You,,,
Hamilton: History Has Its Eyes on You,,,
Hamilton: History Has Its Eyes on You,,,
Hamilton: History Has Its Eyes on You,,,
Hamilton: History Has Its Eyes on You,,,
Hamilton: History Has Its Eyes on You,,,
Hamilton: History Has Its Eyes on You,,,
Hamilton: History Has Its Eyes on You,,,
Hamilton: History Has Its Eyes on You,,,
Allah Made Me Funny: Live in Concert,,,
Allah Made Me Funny: Live in Concert,,,
Allah Made Me Funny: Live in Concert,,,
Allah Made Me Funny: Live in Concert,,,
Allah Made Me Funny: Live in Concert,,,
Allah Made Me Funny: Live in Concert,,,
Allah Made Me Funny: Live in Concert,,,
Allah Made Me Funny: Live in Concert,,,
Allah Made Me Funny: Live in Concert,,,
Allah Made Me Funny: Live in Concert,,,
Prince Oak Oakleyski Most Handsome in the World Handsomest,,,
Prince Oak Oakleyski Most Handsome in the World Handsomest,,,
Prince Oak Oakleyski Most Handsome in the World Handsomest,,,
Prince Oak Oakleyski Most Handsome in the World Handsomest,,,
Prince Oak Oakleyski Most Handsome in the World Handsomest,,,
Prince Oak Oakleyski Most Handsome in the World Handsomest,,,
Prince Oak Oakleyski Most Handsome in the World Handsomest,,,
Prince Oak Oakleyski Most Handsome in the World Handsomest,,,
Prince Oak Oakleyski Most Handsome in the World Handsomest,,,
Prince Oak Oakleyski Most Handsome in the World Handsomest,,,
Oh no! The Rise of Skywalker was real bad,,,
Oh no! The Rise of Skywalker was real bad,,,
Oh no! The Rise of Skywalker was real bad,,,
Oh no! The Rise of Skywalker was real bad,,,
Oh no! The Rise of Skywalker was real bad,,,
Oh no! The Rise of Skywalker was real bad,,,
Oh no! The Rise of Skywalker was real bad,,,
Oh no! The Rise of Skywalker was real bad,,,
Oh no! The Rise of Skywalker was real bad,,,
Oh no! The Rise of Skywalker was real bad,,,
Charlas con valor,,,
Charlas con valor,,,
Charlas con valor,,,
Charlas con valor,,,
Charlas con valor,,,
Charlas con valor,,,
Charlas con valor,,,
Charlas con valor,,,
Charlas con valor,,,
Charlas con valor,,,
Bats of the Round Table,,,
Bats of the Round Table,,,
Bats of the Round Table,,,
Bats of the Round Table,,,
Bats of the Round Table,,,
Bats of the Round Table,,,
Bats of the Round Table,,,
Bats of the Round Table,,,
Bats of the Round Table,,,
Bats of the Round Table,,,
2021 Oscar Nominated Short Films: Documentary,,,
2021 Oscar Nominated Short Films: Documentary,,,
2021 Oscar Nominated Short Films: Documentary,,,
2021 Oscar Nominated Short Films: Documentary,,,
2021 Oscar Nominated Short Films: Documentary,,,
2021 Oscar Nominated Short Films: Documentary,,,
2021 Oscar Nominated Short Films: Documentary,,,
2021 Oscar Nominated Short Films: Documentary,,,
2021 Oscar Nominated Short Films: Documentary,,,
2021 Oscar Nominated Short Films: Documentary,,,
Lögn i helvete!,,,
Lögn i helvete!,,,
Lögn i helvete!,,,
Lögn i helvete!,,,
Lögn i helvete!,,,
Lögn i helvete!,,,
Lögn i helvete!,,,
Lögn i helvete!,,,
Lögn i helvete!,,,
Lögn i helvete!,,,
A Haunting at the Monte Vista,3/10,9 May 2022,Motion Sickness
A Haunting at the Monte Vista,10/10,31 March 2022,"""How much did you charge for a good time?"""
A Haunting at the Monte Vista,,,
A Haunting at the Monte Vista,,,
A Haunting at the Monte Vista,,,
A Haunting at the Monte Vista,,,
A Haunting at the Monte Vista,,,
A Haunting at the Monte Vista,,,
A Haunting at the Monte Vista,,,
A Haunting at the Monte Vista,,,
Manic Expression: Creative Chaos,8/10,25 March 2014,Been There
Manic Expression: Creative Chaos,10/10,3 February 2014,Great Documentary
Manic Expression: Creative Chaos,,,
Manic Expression: Creative Chaos,,,
Manic Expression: Creative Chaos,,,
Manic Expression: Creative Chaos,,,
Manic Expression: Creative Chaos,,,
Manic Expression: Creative Chaos,,,
Manic Expression: Creative Chaos,,,
Manic Expression: Creative Chaos,,,
Haunted Republic: St. Albans Sanatorium,,,
Haunted Republic: St. Albans Sanatorium,,,
Haunted Republic: St. Albans Sanatorium,,,
Haunted Republic: St. Albans Sanatorium,,,
Haunted Republic: St. Albans Sanatorium,,,
Haunted Republic: St. Albans Sanatorium,,,
Haunted Republic: St. Albans Sanatorium,,,
Haunted Republic: St. Albans Sanatorium,,,
Haunted Republic: St. Albans Sanatorium,,,
Haunted Republic: St. Albans Sanatorium,,,
Bridging Heaven & Earth: Carlos Castaneda,,,
Bridging Heaven & Earth: Carlos Castaneda,,,
Bridging Heaven & Earth: Carlos Castaneda,,,
Bridging Heaven & Earth: Carlos Castaneda,,,
Bridging Heaven & Earth: Carlos Castaneda,,,
Bridging Heaven & Earth: Carlos Castaneda,,,
Bridging Heaven & Earth: Carlos Castaneda,,,
Bridging Heaven & Earth: Carlos Castaneda,,,
Bridging Heaven & Earth: Carlos Castaneda,,,
Bridging Heaven & Earth: Carlos Castaneda,,,
Entertainment Tomorrow,10/10,9 April 2020,Great content and great network
Entertainment Tomorrow,10/10,9 April 2020,Exciting and entertaining
Entertainment Tomorrow,,,
Entertainment Tomorrow,,,
Entertainment Tomorrow,,,
Entertainment Tomorrow,,,
Entertainment Tomorrow,,,
Entertainment Tomorrow,,,
Entertainment Tomorrow,,,
Entertainment Tomorrow,,,
Jake Moss Tries to Explain His Paintings,,,
Jake Moss Tries to Explain His Paintings,,,
Jake Moss Tries to Explain His Paintings,,,
Jake Moss Tries to Explain His Paintings,,,
Jake Moss Tries to Explain His Paintings,,,
Jake Moss Tries to Explain His Paintings,,,
Jake Moss Tries to Explain His Paintings,,,
Jake Moss Tries to Explain His Paintings,,,
Jake Moss Tries to Explain His Paintings,,,
Jake Moss Tries to Explain His Paintings,,,
The First Family of Satan,,,
The First Family of Satan,,,
The First Family of Satan,,,
The First Family of Satan,,,
The First Family of Satan,,,
The First Family of Satan,,,
The First Family of Satan,,,
The First Family of Satan,,,
The First Family of Satan,,,
The First Family of Satan,,,
"Kevin Hart Live, Talk Shop Live TV",,,
"Kevin Hart Live, Talk Shop Live TV",,,
"Kevin Hart Live, Talk Shop Live TV",,,
"Kevin Hart Live, Talk Shop Live TV",,,
"Kevin Hart Live, Talk Shop Live TV",,,
"Kevin Hart Live, Talk Shop Live TV",,,
"Kevin Hart Live, Talk Shop Live TV",,,
"Kevin Hart Live, Talk Shop Live TV",,,
"Kevin Hart Live, Talk Shop Live TV",,,
"Kevin Hart Live, Talk Shop Live TV",,,
Star Trek: Picard: The IMAX Live Series Finale Event,1/10,27 August 2023,Paramont+ is so bad that they bundle their service with Pluto which is reruns from the 1950s and with Showtime another defunct app that is going nowhere!
Star Trek: Picard: The IMAX Live Series Finale Event,,,
Star Trek: Picard: The IMAX Live Series Finale Event,,,
Star Trek: Picard: The IMAX Live Series Finale Event,,,
Star Trek: Picard: The IMAX Live Series Finale Event,,,
Star Trek: Picard: The IMAX Live Series Finale Event,,,
Star Trek: Picard: The IMAX Live Series Finale Event,,,
Star Trek: Picard: The IMAX Live Series Finale Event,,,
Star Trek: Picard: The IMAX Live Series Finale Event,,,
Star Trek: Picard: The IMAX Live Series Finale Event,,,
Awe$ome,,,
Awe$ome,,,
Awe$ome,,,
Awe$ome,,,
Awe$ome,,,
Awe$ome,,,
Awe$ome,,,
Awe$ome,,,
Awe$ome,,,
Awe$ome,,,
"Paris Hilton Live, Talk Shop Live TV",,,
"Paris Hilton Live, Talk Shop Live TV",,,
"Paris Hilton Live, Talk Shop Live TV",,,
"Paris Hilton Live, Talk Shop Live TV",,,
"Paris Hilton Live, Talk Shop Live TV",,,
"Paris Hilton Live, Talk Shop Live TV",,,
"Paris Hilton Live, Talk Shop Live TV",,,
"Paris Hilton Live, Talk Shop Live TV",,,
"Paris Hilton Live, Talk Shop Live TV",,,
"Paris Hilton Live, Talk Shop Live TV",,,
Full Metal Jacket,10/10,5 December 2023,Best movie ever!
Full Metal Jacket,8/10,30 November 2023,The Marine Corps at the time of Vietnam.
Full Metal Jacket,7/10,21 November 2023,Pointless cartridge
Full Metal Jacket,9/10,13 November 2023,I love it!
Full Metal Jacket,9/10,2 November 2023,Dwells on the rigorous training than the battle on the front
Full Metal Jacket,8/10,27 October 2023,Has a magnetism which makes it hard to look away and not get invested
Full Metal Jacket,7/10,25 October 2023,WELL BELLOW KUBRICK's EXPECTATIONS !
Full Metal Jacket,10/10,4 October 2023,Best vietnam war-based film
Full Metal Jacket,8/10,18 September 2023,"Kubrick develops the characters calmly, allowing the viewer to learn about many of their characteristics during training and follow their complete transformation"
Full Metal Jacket,8/10,14 September 2023,"Visually striking, darkly funny, aimless"
Pan's Labyrinth,9/10,29 December 2023,Magic is in the world
Pan's Labyrinth,8/10,25 December 2023,Dark and adult
Pan's Labyrinth,10/10,23 December 2023,Wow..
Pan's Labyrinth,9/10,12 December 2023,"What is real, other than sadness"
Pan's Labyrinth,9/10,6 December 2023,A must see movie.
Pan's Labyrinth,5/10,1 December 2023,"I wish its English name was ""Faun's Labyrinth""."
Pan's Labyrinth,8/10,18 November 2023,Fantasy to give sense and meaning
Pan's Labyrinth,7/10,16 November 2023,Pan's Labyrinth
Pan's Labyrinth,10/10,1 September 2023,Perfection
Pan's Labyrinth,9/10,30 August 2023,Brothers Grimm Reinvented
Wonder Woman,1/10,18 December 2023,Not the best
Wonder Woman,1/10,13 December 2023,SAVE YOURSELF THE TROUBLE
Wonder Woman,3/10,12 December 2023,a repetitive movie and a more repetitive ending
Wonder Woman,8/10,9 November 2023,much better than the animated
Wonder Woman,1/10,8 November 2023,"lead actress beauty takes center stage, overshadowing any acting prowess."
Wonder Woman,8/10,30 September 2023,Pretty good for the DCU
Wonder Woman,10/10,28 September 2023,State of Wonder
Wonder Woman,8/10,25 September 2023,Easily the best DC movie
Wonder Woman,7/10,20 September 2023,one of the best DC Movies
Wonder Woman,5/10,19 September 2023,Highly Overrated
1917,8/10,29 December 2023,1917- A well done WWI film
1917,10/10,27 December 2023,Totally enjoyable
1917,10/10,20 December 2023,Quentissential WW1 drama
1917,9/10,18 December 2023,An Engrosing Journey Start to Finish
1917,8/10,15 December 2023,Its intimate nature makes a compelling anti-war movie
1917,10/10,8 December 2023,1917 is a masterpiece!
1917,10/10,25 November 2023,The movie that leaves you breathless
